   phi		t	m		a	   K	   S*	   pai
0.010000 | 0.000000 | 0.000000 | 0.010000 | 0.000000 | 0.000025 | 0.000000
0.010000 | 0.000000 | 0.000000 | 0.010000 | 0.100000 | 0.000025 | 0.200000
0.010000 | 0.000000 | 0.000000 | 0.010000 | 0.200000 | 0.000025 | 0.400000
0.010000 | 0.000000 | 0.000000 | 0.010000 | 0.300000 | 0.000025 | 0.600000
0.010000 | 0.000000 | 0.000000 | 0.010000 | 0.400000 | 0.000025 | 0.800000
0.010000 | 0.000000 | 0.000000 | 0.010000 | 0.500000 | 0.000025 | 1.000000
0.010000 | 0.000000 | 0.000000 | 0.010000 | 0.600000 | 0.000025 | 1.200000
0.010000 | 0.000000 | 0.000000 | 0.010000 | 0.700000 | 0.000025 | 1.400000
0.010000 | 0.000000 | 0.000000 | 0.010000 | 0.800000 | 0.000025 | 1.600000
0.010000 | 0.000000 | 0.000000 | 0.010000 | 0.900000 | 0.000025 | 1.800000
0.010000 | 0.000000 | 0.000000 | 0.010000 | 1.000000 | 0.000025 | 2.000000
0.010000 | 0.000000 | 0.000000 | 0.110000 | 0.000000 | 0.000275 | 0.000001
0.010000 | 0.000000 | 0.000000 | 0.110000 | 0.100000 | 0.000275 | 0.200001
0.010000 | 0.000000 | 0.000000 | 0.110000 | 0.200000 | 0.000275 | 0.400001
0.010000 | 0.000000 | 0.000000 | 0.110000 | 0.300000 | 0.000275 | 0.600001
0.010000 | 0.000000 | 0.000000 | 0.110000 | 0.400000 | 0.000275 | 0.800001
0.010000 | 0.000000 | 0.000000 | 0.110000 | 0.500000 | 0.000275 | 1.000001
0.010000 | 0.000000 | 0.000000 | 0.110000 | 0.600000 | 0.000275 | 1.200001
0.010000 | 0.000000 | 0.000000 | 0.110000 | 0.700000 | 0.000275 | 1.400001
0.010000 | 0.000000 | 0.000000 | 0.110000 | 0.800000 | 0.000275 | 1.600001
0.010000 | 0.000000 | 0.000000 | 0.110000 | 0.900000 | 0.000275 | 1.800001
0.010000 | 0.000000 | 0.000000 | 0.110000 | 1.000000 | 0.000275 | 2.000001
0.010000 | 0.000000 | 0.000000 | 0.210000 | 0.000000 | 0.000525 | 0.000001
0.010000 | 0.000000 | 0.000000 | 0.210000 | 0.100000 | 0.000525 | 0.200001
0.010000 | 0.000000 | 0.000000 | 0.210000 | 0.200000 | 0.000525 | 0.400001
0.010000 | 0.000000 | 0.000000 | 0.210000 | 0.300000 | 0.000525 | 0.600001
0.010000 | 0.000000 | 0.000000 | 0.210000 | 0.400000 | 0.000525 | 0.800001
0.010000 | 0.000000 | 0.000000 | 0.210000 | 0.500000 | 0.000525 | 1.000001
0.010000 | 0.000000 | 0.000000 | 0.210000 | 0.600000 | 0.000525 | 1.200001
0.010000 | 0.000000 | 0.000000 | 0.210000 | 0.700000 | 0.000525 | 1.400001
0.010000 | 0.000000 | 0.000000 | 0.210000 | 0.800000 | 0.000525 | 1.600001
0.010000 | 0.000000 | 0.000000 | 0.210000 | 0.900000 | 0.000525 | 1.800001
0.010000 | 0.000000 | 0.000000 | 0.210000 | 1.000000 | 0.000525 | 2.000001
0.010000 | 0.000000 | 0.000000 | 0.310000 | 0.000000 | 0.000775 | 0.000002
0.010000 | 0.000000 | 0.000000 | 0.310000 | 0.100000 | 0.000775 | 0.200002
0.010000 | 0.000000 | 0.000000 | 0.310000 | 0.200000 | 0.000775 | 0.400002
0.010000 | 0.000000 | 0.000000 | 0.310000 | 0.300000 | 0.000775 | 0.600002
0.010000 | 0.000000 | 0.000000 | 0.310000 | 0.400000 | 0.000775 | 0.800002
0.010000 | 0.000000 | 0.000000 | 0.310000 | 0.500000 | 0.000775 | 1.000002
0.010000 | 0.000000 | 0.000000 | 0.310000 | 0.600000 | 0.000775 | 1.200002
0.010000 | 0.000000 | 0.000000 | 0.310000 | 0.700000 | 0.000775 | 1.400002
0.010000 | 0.000000 | 0.000000 | 0.310000 | 0.800000 | 0.000775 | 1.600002
0.010000 | 0.000000 | 0.000000 | 0.310000 | 0.900000 | 0.000775 | 1.800002
0.010000 | 0.000000 | 0.000000 | 0.310000 | 1.000000 | 0.000775 | 2.000002
0.010000 | 0.000000 | 0.000000 | 0.410000 | 0.000000 | 0.001025 | 0.000003
0.010000 | 0.000000 | 0.000000 | 0.410000 | 0.100000 | 0.001025 | 0.200003
0.010000 | 0.000000 | 0.000000 | 0.410000 | 0.200000 | 0.001025 | 0.400003
0.010000 | 0.000000 | 0.000000 | 0.410000 | 0.300000 | 0.001025 | 0.600003
0.010000 | 0.000000 | 0.000000 | 0.410000 | 0.400000 | 0.001025 | 0.800003
0.010000 | 0.000000 | 0.000000 | 0.410000 | 0.500000 | 0.001025 | 1.000003
0.010000 | 0.000000 | 0.000000 | 0.410000 | 0.600000 | 0.001025 | 1.200003
0.010000 | 0.000000 | 0.000000 | 0.410000 | 0.700000 | 0.001025 | 1.400003
0.010000 | 0.000000 | 0.000000 | 0.410000 | 0.800000 | 0.001025 | 1.600003
0.010000 | 0.000000 | 0.000000 | 0.410000 | 0.900000 | 0.001025 | 1.800003
0.010000 | 0.000000 | 0.000000 | 0.410000 | 1.000000 | 0.001025 | 2.000003
0.010000 | 0.000000 | 0.000000 | 0.510000 | 0.000000 | 0.001275 | 0.000003
0.010000 | 0.000000 | 0.000000 | 0.510000 | 0.100000 | 0.001275 | 0.200003
0.010000 | 0.000000 | 0.000000 | 0.510000 | 0.200000 | 0.001275 | 0.400003
0.010000 | 0.000000 | 0.000000 | 0.510000 | 0.300000 | 0.001275 | 0.600003
0.010000 | 0.000000 | 0.000000 | 0.510000 | 0.400000 | 0.001275 | 0.800003
0.010000 | 0.000000 | 0.000000 | 0.510000 | 0.500000 | 0.001275 | 1.000003
0.010000 | 0.000000 | 0.000000 | 0.510000 | 0.600000 | 0.001275 | 1.200003
0.010000 | 0.000000 | 0.000000 | 0.510000 | 0.700000 | 0.001275 | 1.400003
0.010000 | 0.000000 | 0.000000 | 0.510000 | 0.800000 | 0.001275 | 1.600003
0.010000 | 0.000000 | 0.000000 | 0.510000 | 0.900000 | 0.001275 | 1.800003
0.010000 | 0.000000 | 0.000000 | 0.510000 | 1.000000 | 0.001275 | 2.000003
0.010000 | 0.000000 | 0.000000 | 0.610000 | 0.000000 | 0.001525 | 0.000004
0.010000 | 0.000000 | 0.000000 | 0.610000 | 0.100000 | 0.001525 | 0.200004
0.010000 | 0.000000 | 0.000000 | 0.610000 | 0.200000 | 0.001525 | 0.400004
0.010000 | 0.000000 | 0.000000 | 0.610000 | 0.300000 | 0.001525 | 0.600004
0.010000 | 0.000000 | 0.000000 | 0.610000 | 0.400000 | 0.001525 | 0.800004
0.010000 | 0.000000 | 0.000000 | 0.610000 | 0.500000 | 0.001525 | 1.000004
0.010000 | 0.000000 | 0.000000 | 0.610000 | 0.600000 | 0.001525 | 1.200004
0.010000 | 0.000000 | 0.000000 | 0.610000 | 0.700000 | 0.001525 | 1.400004
